Patrick,Leahy,D,VT,@SenatorLeahy,39
Orrin,Hatch,R,UT,@OrrinHatch,0
Thad,Cochran,R,MS,@SenThadCochran,3
Chuck,Grassley,R,IA,@ChuckGrassley,16
Mitch,McConnell,R,KY,@McConnellPress,34
Barabara,Mikulski,D,MD,@SenatorBarb,13
Richard,Shelby,R,AL,@SenShelby,29
John,McCain,R,AZ,@SenJohnMcCain,39
Harry,Reid,D,NV,@SenatorReid,0
Dianne,Feinstein,D,CA,@SenFeinstein,29
Barbara,Boxer,D,CA,@SenatorBoxer,29
Patty,Murray,D,WA,@PattyMurray,28
Jim,Inhofe,R,OK,@jiminhofe,11
Ron,Wyden,D,OR,@RonWyden,28
Pat,Roberts,R,KS,@SenPatRoberts,3
Dick,Durbin,D,IL,@SenatorDurbin,47
Jack,Reed,D,RI,@SenJackReed,41
Jeff,Sessions,R,AL,@SenatorSessions,26
Susan,Collins,R,ME,@SenatorCollins,17
Mike,Enzi,R,WY,@SenatorEnzi,0
Chuck,Schumer,D,NY,@SenSchumer,29
Mike,Crapo,R,ID,@MikeCrapo,21
Bill,Nelson,D,FL,@SenBillNelson,29
Tom,Carper,D,DE,@SenatorCarper,9
Debbie,Stabenow,D,MI,@stabenow,22
Maria,Cantwell,D,WA,@SenatorCantwell,40
John,Cornyn,R,TX,@JohnCornyn,8
Lisa,Murkowski,R,AK,@lisamurkowski,14
Lindsey,Graham,R,SC,@LindseyGrahamSC,2
Lamar,Alexander,R,TN,@SenAlexander,7
Richard,Burr,R,NC,@SenatorBurr,29
John,Thune,R,SD,@SenJohnThune,21
Johnny,Isakson,R,GA,@SenatorIsakson,27
David,Vitter,R,LA,@DavidVitter,22
Bob,Menendez,D,NJ,@SenatorMenendez,49
Ben,Cardin,D,MD,@SenatorCardin,12
Bernie,Sanders,I,VT,@SenSanders,43
Sherrod,Brown,D,OH,@SenSherrodBrown,28
Bob,Casey,D,PA,@SenBobCasey,3
Bob,Corker,R,TN,@SenBobCorker,37
Claire,McCaskill,D,MO,@clairecmc,23
Amy,Klobuchar,D,MN,@amyklobuchar,27
Sheldon,Whitehouse,D,RI,@SenWhitehouse,4
Jon,Tester,D,MT,@SenatorTester,11
John,Barrasso,R,WY,@SenJohnBarrasso,34
Roger,Wicker,R,MS,@SenatorWicker,3
Tom,Udall,D,NM,@SenatorTomUdall,13
Jeanne,Shaheen,D,NH,@SenatorShaheen,1
Mark,Warner,D,VA,@MarkWarner,48
Jim,Risch,D,ID,@SenatorRisch,27
Jeff,Merkley,D,OR,@SenJeffMerkley,11
Michael,Bennet,D,CO,@SenBennetCO,9
Kristen,Gillibrand,D,NY,@SenGillibrand,33
Al,Franken,D,MN,@alfranken,35
Joe,Manchin,D,WV,@Sen_JoeManchin,27
Chris,Coons,D,DE,@ChrisCoons,4
Mark,Kirk,R,IL,@SenatorKirk,33
Dan,Coats,R,IN,@SenDanCoats,21
Roy,Blunt,R,MO,@RoyBlunt,18
Jerry,Moran,R,KS,@JerryMoran,9
Rob,Portman,R,OH,@robportman,25
John,Boozman,R,AR,@JohnBoozman,1
Pat,Toomey,R,PA,@SenToomey,3
John,Hoeven,R,ND,@SenJohnHoeven,41
Marco,Rubio,R,FL,@marcorubio,46
Ron,Johnson,R,WI,@SenRonJohnson,37
Rand,Paul,R,KY,@RandPaul,2
Richard,Blumenthal,D,CT,@SenBlumenthal,33
Mike,Lee,R,UT,@SenMikeLee,7
Kelly,Ayotte,R,NH,@KellyAyotte,1
Dean,Heller,R,NV,@SenDeanHeller,10
Brian,Schatz,D,HI,@brianschatz,20
Tim,Scott,R,SC,@SenatorTimScott,10
Tammy,Baldwin,D,WI,@SenatorBaldwin,13
Jeff,Flake,R,AZ,@JeffFlake,21
Joe,Donnelly,D,IN,@SenDonnelly,3
Chris,Murphy,D,CT,@ChrisMurphyCT,11
Mazie,Hirono,D,HI,@maziehirono,13
Martin,Heinrich,D,NM,@MartinHeinrich,40
Angus,King,I,ME,@SenAngusKing,44
Tim,Kaine,D,VA,@timkaine,20
Ted,Cruz,R,TX,@tedcruz,38
Elizabeth,Warren,D,MA,@SenWarren,11
Deb,Fischer,R,NE,@SenatorFischer,1
Heidi,Heitkamp,D,ND,@SenatorHeitkamp,45
Ed,Markey,D,MA,@SenMarkey,24
Cory,Booker,D,NJ,@CoryBooker,6
Shelley,Moore Capito,R,WV,@SenCapito,1
Gary,Peters,D,MI,@SenGaryPeters,13
Bill,Cassidy,R,LA,@BillCassidy,22
Cory,Gardner,R,CO,@CoryGardner,30
James,Lankford,R,OK,@SenatorLankford,21
Tom,Cotton,R,AR,@SenTomCotton,29
Steve,Daines,R,MT,@SteveDaines,20
Mike,Rounds,R,SD,@SenatorRounds,1
David,Perdue,R,GA,@sendavidperdue,27
Thom,Tillis,R,NC,@ThomTillis,2
Joni,Ernst,R,IA,@SenJoniErnst,1
Ben,Sasse,R,NE,@BenSasse,5
Dan,Sullivan,R,AK,@SenDanSullivan,14
Bernie,Sanders,D,VT,@BernieSanders,15
Gary,Johnson,I,NM,@GovGaryJohnson,42
Donald,Trump,R,NY,@realDonaldTrump,31
Hillary,Clinton,D,NY,@HillaryClinton,19
Jill,Stein,I,MD,@DrJillStein,43
Barack,Obama,D,IL,@BarackObama,32
Evan,McMullin,I,UT,@Evan_McMullin,36
